,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
22,6yIjtVtnOBeC8SwdVHzAuF,0.0535,0.744,0.696,0.0454,7,0.128,-8.313,0,0.162,95.07,4,0.563
23,6evohxlACvIJ6vAs1083NQ,0.132,0.582,0.973,0.486,11,0.098,-6.571,0,0.0602,138.361,4,0.877
24,2dxjKgT0li4qBI3QwuN9Ih,0.0114,0.552,0.846,0,9,0.309,-4.912,1,0.342,98.56,1,0.554
25,2xar08Fq5xra2KKZs5Bw9j,0.833,0.556,0.61,2.22e-06,9,0.258,-4.729,1,0.213,199.373,4,0.665
26,1PS1QMdUqOal0ai3Gt7sDQ,0.0195,0.629,0.696,0,1,0.0554,-5.572,0,0.348,93.034,4,0.623
27,6k1NlbXRqTu51DiDJ7Mwwf,0.529,0.491,0.609,0.00838,5,0.426,-8.486,1,0.0461,90.09,4,0.614
28,6vB49BJ70zBpDrrAPwdaB8,0.0306,0.593,0.593,9.94e-06,11,0.229,-8.216,1,0.289,81.291,1,0.488
29,2n0EDWSAL70IcaEv5nBDZl,0.268,0.707,0.711,0.00526,7,0.291,-9.454,0,0.0328,98.378,4,0.91
30,0TzIHqhAbvYR6qJKrMMFlk,0.33,0.593,0.596,0,8,0.0976,-10.488,1,0.0408,86.965,4,0.776
31,78hUEhIJAIMIckpzmXGHsj,0.738,0.477,0.41,0.00475,4,0.0881,-13.011,0,0.037,96.865,4,0.243
32,34KUIBsIUiPV7oCIzSdDAU,0.258,0.672,0.814,0,7,0.164,-3.768,1,0.27,97.043,4,0.379
33,5eqJqqgd70V9Wcz7KVoKUs,0.00192,0.817,0.326,0.0608,10,0.105,-13.63,0,0.137,106.798,4,0.886
34,46fk9wjYcPm0sgym2b7EEE,0.0107,0.234,0.88,0,11,0.045,-3.66,0,0.123,85.641,4,0.216
35,0tJujki11m1UNZ16tClZEl,0.743,0.643,0.092,0.000133,7,0.0781,-17.582,1,0.0595,178.119,3,0.684
36,5RjbFGeWVsCpw8EcE8OrvZ,0.015,0.842,0.668,0,1,0.0699,-6.043,1,0.26,92.703,4,0.345
37,7iCZATttKhRMYYiDdC7u6Q,0.825,0.623,0.516,0,5,0.0909,-6.799,0,0.0322,96.989,3,0.657
38,3Z3jFLon3nr1lpfinkMDbR,0.107,0.65,0.708,8.59e-05,6,0.393,-6.464,1,0.234,129.927,4,0.758
39,5E4riRhlqyMlH5xJtNcBjf,0.352,0.463,0.443,0,1,0.201,-8.174,1,0.0275,129.558,4,0.178
40,27eO3EGKIUU7yug1eOxUZu,0.0913,0.577,0.646,4.18e-05,0,0.17,-5.902,1,0.13,169.769,4,0.575
41,24pnLoi4VrxldzvCcIc2lD,0.249,0.528,0.706,0.013,0,0.64,-9.132,1,0.0683,96.618,4,0.751
42,7hNx9Dynz2fRO41L9AEVA8,0.00315,0.481,0.505,0,3,0.67,-8.19,0,0.296,98.331,4,0.765
43,2cJz1loJp5EZM6shmQpLZN,0.0392,0.814,0.73,0.00333,6,0.343,-8.876,0,0.149,123.494,4,0.646
44,6C7RJEIUDqKkJRZVWdkfkH,0.00728,0.625,0.726,0,10,0.318,-7.731,0,0.155,103.98,4,0.483
45,2lnF4RmYgegfAhKhMDRe9r,0.85,0.406,0.325,0.000375,0,0.105,-12.996,1,0.0304,94.843,4,0.259
46,6bXOlIfGIWh7Tyn4oyvLQW,0.13,0.54,0.476,0.000252,0,0.135,-8.658,1,0.111,191.259,4,0.116
47,4QnQm6gu3zGUSKAQ6AKm9q,0.224,0.887,0.78,0.000162,11,0.0971,-5.865,0,0.0442,127.328,4,0.955
48,1fLdeDTrJWNkwOeFyAVLvF,0.00376,0.435,0.802,0,1,0.467,-6.871,1,0.324,84.267,4,0.454
49,23JeloxQ2OPVZMsQmXe02M,0.213,0.362,0.554,0.423,2,0.382,-12.228,1,0.0912,152.045,3,0.432
50,1xMT0HHQbQFmGJXDq1ApgX,0.0564,0.662,0.443,1.38e-05,10,0.15,-7.31,0,0.0307,82.787,3,0.285
51,3QwN6nANXiVnexlOMXQNp7,0.409,0.705,0.342,0.00185,11,0.148,-13.209,0,0.037,79.904,4,0.274
52,19PtHjgLtiKGsrRoC1f9IF,0.199,0.531,0.76,0,11,0.0598,-6.198,0,0.29,77.556,4,0.292
53,56PWW8xp2oTax8Cj1OppWN,0.495,0.361,0.131,1.18e-05,10,0.102,-15.02,0,0.0303,75.175,4,0.255
54,5h9pB5af60LWJBrG1HCHsU,0.0457,0.787,0.635,0,6,0.266,-6.277,1,0.117,87.99,4,0.598
55,0zC3ngsrdsAPx4FI1YbhTi,0.776,0.798,0.719,2.32e-06,8,0.204,-13.764,0,0.243,118.951,4,0.729
56,2fKdOLA3D5lazNIr8JmYkS,0.0209,0.749,0.435,0.176,9,0.115,-11.796,1,0.0477,106.171,4,0.186
57,1Qr9NCPskdaN394Oxt0eAA,0.546,0.592,0.552,0.0299,4,0.0897,-7.66,0,0.037,133.481,4,0.385
58,4PO23vgUrbXkPwwCJlVASQ,0.182,0.748,0.49,3.53e-06,0,0.248,-10.236,1,0.0546,134.151,4,0.527
59,4RM7uN7fVEe89rt0f3NzcD,0.445,0.754,0.666,0.00454,4,0.0806,-9.516,0,0.0461,156.571,4,0.75
60,7yNK27ZTpHew0c55VvIJgm,0.274,0.599,0.587,0,5,0.167,-5.919,1,0.0423,87.998,4,0.373
61,7j1ABZOylWUPUIZTt5x6AL,0.762,0.315,0.356,1.67e-06,0,0.0671,-11.131,0,0.0407,181.588,4,0.491
62,23SZWX2IaDnxmhFsSLvkG2,0.0207,0.598,0.713,0.000175,6,0.431,-3.625,0,0.0326,91.964,4,0.118
63,2VtfWrQSmhR4WBRqyEHWAV,0.0123,0.794,0.646,0.624,5,0.0624,-7.179,1,0.0551,78.046,4,0.953
64,5yClziwiwTdqRmdPQl3NDz,0.000404,0.306,0.701,0.59,7,0.197,-9.918,0,0.0664,92.527,4,0.538
65,2gZUPNdnz5Y45eiGxpHGSc,0.0161,0.542,0.914,0,0,0.744,-4.747,0,0.113,153.993,4,0.576
66,3cKnAfAqbSy25xnnJuUd2l,0.0306,0.292,0.487,0.0171,11,0.114,-12.722,1,0.0546,79.88,4,0.289
67,6K07Ahf6V7CAQn0ikrOztl,0.255,0.64,0.754,0,1,0.63,-5.873,0,0.283,87.15,4,0.584
68,4wN9Tn0yADdmSBsUchn9Sd,0.823,0.322,0.335,0.013,10,0.174,-12.101,1,0.0296,149.033,3,0.379
69,1UGD3lW3tDmgZfAVDh6w7r,0.0175,0.435,0.76,0,8,0.158,-4.935,0,0.0721,80.082,4,0.206
70,52XNMzj96fK6oz7JmxddsN,0.531,0.743,0.538,0.0615,7,0.1,-14.627,1,0.0783,92.243,4,0.624
71,04Bxq9cOtqEAmNpl1vg7Gu,0.0594,0.6,0.663,6.76e-05,9,0.326,-9.938,1,0.0653,126.266,4,0.663
72,2JPceo9bJGGwiwjspYLhad,0.00305,0.323,0.879,0.00431,9,0.1,-7.257,1,0.114,155.588,4,0.522
73,3rCNmRonlHN1TXQLcG3dSk,0.00142,0.449,0.813,0.000172,8,0.106,-5.478,1,0.129,177.962,4,0.452
74,2LbyMbtKsh2pld57XN50M2,0.995,0.594,0.0252,0.898,5,0.0949,-29.986,0,0.0421,78.985,4,0.391
75,48HUDhfl4ssbc5xuIrZ6UD,0.295,0.571,0.582,7.4e-05,5,0.113,-5.918,0,0.0475,85.212,4,0.683
76,36kh7Cv8rAE1Gdr3v9Y3rH,0.842,0.678,0.677,0,9,0.904,-10.177,0,0.542,126.895,4,0.668
77,4e5IPJxSGVWPsaxQzdRseN,0.228,0.677,0.842,0.000684,1,0.856,-6.111,1,0.36,116.166,4,0.595
78,2zatXLEiD7hOJYe0ol6xCP,0.192,0.583,0.132,1.91e-05,9,0.258,-15.067,0,0.057,102.937,4,0.0695
79,6aGNg25mRJdqd318f9X6Wn,0.552,0.755,0.631,0,7,0.5,-4.751,0,0.302,94.571,4,0.433
80,0soljgDApMS0hXBhe4rhjl,0.886,0.391,0.337,0,7,0.272,-9.065,0,0.0377,83.971,4,0.569
81,2Ii1GRrLqdZCmMLLsxKhlG,0.389,0.561,0.645,7.05e-05,10,0.142,-6.809,0,0.0705,91.005,4,0.359
82,0zXK3K7tFNTmurXLwvObE4,0.0867,0.445,0.768,0.733,2,0.18,-9.049,1,0.0486,94.111,4,0.619
83,0aFObVR01JzPbBMjze4xPV,0.246,0.654,0.751,0.0179,8,0.167,-7.508,0,0.105,92.781,4,0.568
84,0yUyxz2ZOcoGhpzYGA826i,0.246,0.778,0.652,0,0,0.105,-4.034,1,0.363,166.511,4,0.669
85,1XiaLOiNx6RFf5KTgawQCX,0.538,0.785,0.56,0,0,0.118,-11.13,1,0.281,166.648,4,0.875
86,4qikXelSRKvoCqFcHLB2H2,0.0685,0.563,0.496,5.8e-05,6,0.173,-9.381,0,0.406,139.993,4,0.426
87,2sulLPGU6wXhkfCLIskJPK,0.471,0.396,0.4,2.01e-05,8,0.145,-14.882,1,0.0446,95.443,4,0.302
88,06HKVV5md0yQwCjes2Zqrt,0.583,0.611,0.818,0,8,0.118,-7.282,1,0.393,93.092,4,0.594
89,6DbNE31XdEaSa9610pV8xF,0.00275,0.352,0.479,0.382,10,0.253,-5.995,0,0.0348,68.583,4,0.395
90,0q6MJKCL0yQzC2ehJEnIpe,0.912,0.441,0.0244,0,11,0.0775,-15.881,0,0.063,92.697,1,0.218
91,42GcjriRK6srwHkfbkBqVl,0.395,0.397,0.69,0,2,0.101,-4.108,0,0.195,172.073,4,0.36
92,1rYDFO1OBzDq8q9I4ob3yq,0.28,0.718,0.805,0,7,0.126,-4.335,1,0.394,125.824,5,0.76
93,0HMCdlOPJkAGlB0MlSWIcO,0.0367,0.51,0.532,0.000794,4,0.165,-7.405,0,0.0715,111.885,4,0.305
94,2E9KhzMXPc01ptty5TQS9H,0.0984,0.504,0.579,2.65e-06,9,0.0694,-9.537,0,0.113,90.781,4,0.537
95,52NmkyHsGsHGb1UX8fTkMg,0.141,0.485,0.604,0,1,0.0668,-4.591,1,0.345,170.337,4,0.45
96,7lga816fkwc7bLKpWPRifa,0.372,0.669,0.517,0,8,0.215,-10.426,1,0.567,113.931,5,0.619
97,3RKblQNJs8HPvWBgXmq6nn,0.292,0.579,0.544,7.41e-05,9,0.282,-5.193,1,0.352,93.562,4,0.365
98,1Ke05Fqa9M0D6IJuzSJS0L,0.635,0.773,0.402,0.000418,5,0.145,-10.634,1,0.0519,125.277,4,0.961
99,7zye9v6B785eFWEFYs13C2,0.715,0.458,0.54,0.000428,5,0.115,-6.457,0,0.027,142.218,4,0.657
