,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
23,1NFkGKX2q7cCbOk30RRwAA,0.0949,0.833,0.628,1.6e-06,2,0.282,-7.041,1,0.141,106.328,4,0.645
24,0oi3XBxDxpo6S0NUSOnU1G,0.0313,0.43,0.956,0,10,0.315,-1.019,0,0.272,105.678,4,0.436
25,3RBGG1be9aBaSvjnw6ABkh,0.123,0.672,0.62,0,8,0.362,-4.865,1,0.0422,78.005,4,0.627
26,1XvHiCTd0MDb16S8bQNl74,0.0909,0.546,0.796,2.73e-05,1,0.19,-3.263,1,0.0639,142.123,4,0.254
27,3boTpUuhGAS22K8jYxNPdv,0.416,0.639,0.916,0,6,0.53,-3.614,0,0.211,93.939,4,0.511
28,4v5kAh2wWyCSuKuhMJK8u6,0.057,0.589,0.655,0.000353,8,0.372,-8.138,1,0.0488,105.272,4,0.675
29,6fmeXejj4CNkAQ78yao7oE,0.0673,0.865,0.829,0,0,0.253,-6.981,0,0.315,96.511,4,0.651
30,2AP7us27DPh1lK2N77CJ34,0.051,0.629,0.958,0,2,0.626,-2.494,1,0.219,103.98,4,0.567
31,5ByhBQAM54tFG5xuDFShQu,0.0672,0.775,0.537,0,1,0.273,-7.188,1,0.0555,133.016,4,0.854
32,5G0Pi7acIu25JPqtW9iBFW,0.184,0.54,0.907,0,6,0.412,-3.417,1,0.249,140.053,4,0.549
33,4BookP9oLuvJu4onG0bDFM,0.00527,0.727,0.901,5.45e-05,8,0.391,-4.213,1,0.146,127.039,4,0.722
34,41on8RwRh22IHcChAN2gm8,0.171,0.727,0.729,0,0,0.07,-2.99,1,0.326,117.932,4,0.512
35,6GqhPgjYHruvnj5uarQFHW,0.0851,0.596,0.702,0,7,0.261,-5.93,0,0.267,81.97,4,0.215
36,6oi6PHN1mlGoSfb4fQYPdM,0.0341,0.634,0.716,0,2,0.0877,-6.502,1,0.128,91.039,4,0.619
37,4jSGIa0CVGLolcH9cBeaFo,0.00918,0.693,0.735,0,5,0.033,-3.832,0,0.155,95.572,4,0.49
38,3HvUqhm69q0l2TUnXRjJfK,0.0183,0.604,0.9,0.000151,0,0.0728,-2.935,0,0.0927,190.029,4,0.422
39,4ZJnHUUbOeavzCtiwjI0lc,0.0267,0.629,0.515,1.22e-05,0,0.0888,-10.358,0,0.265,121.845,4,0.299
40,3Ub9rAxyU2A6ETzA0Svphf,0.172,0.89,0.601,1.13e-05,1,0.0438,-5.294,0,0.118,96.985,4,0.674
41,5dtiVAjRUa1DiwihW7NhDG,0.000119,0.769,0.434,1.81e-05,1,0.111,-8.606,1,0.343,201.836,3,0.362
42,3qS0Z818Tts1KtEiT4SMio,0.0033,0.641,0.849,0,7,0.169,-5.168,1,0.236,91.946,4,0.727
43,7lOqMJxPQ24ZTkCmEZ4bNs,0.0176,0.643,0.796,0,0,0.313,-7.712,0,0.0944,133.836,4,0.628
44,2eLau7znraEuDzXLHycoes,0.0679,0.754,0.595,0,1,0.133,-2.697,1,0.0611,140.069,4,0.145
45,7k7dAOgaFdSesDr1inzv0m,0.0223,0.689,0.763,0,6,0.297,-6.546,0,0.291,92.0,4,0.509
46,0Kjw0TMGXuBV1vCxgtbd4m,0.0985,0.377,0.767,0,6,0.201,-5.162,0,0.206,81.987,4,0.434
47,61hQ6BzB3x3G7N04aZb8XW,0.128,0.358,0.827,1.7e-05,2,0.892,-4.635,1,0.165,171.985,4,0.451
48,2XDdHuoRmBeOaBIOSclj2k,0.0383,0.792,0.535,0,8,0.259,-6.955,1,0.168,86.32,4,0.515
49,3SzjotM3GBjNAMWm79VSKN,0.309,0.345,0.826,0,6,0.241,-4.703,1,0.361,176.65,4,0.44
50,3sWSodGAHaAOPYMVK4xakY,0.00562,0.699,0.682,0,2,0.695,-6.351,1,0.143,124.888,4,0.212
51,3HaW1TqoBUrTwEYmtguKTa,0.156,0.529,0.613,6.77e-06,5,0.477,-8.613,0,0.164,85.946,4,0.352
52,6AFbDBW3z38yT43hNylJZk,0.0202,0.574,0.631,0,1,0.105,-3.73,1,0.0478,130.383,4,0.0785
53,7bluJX8mlIGJknqWB6ma53,0.00701,0.77,0.348,0.0208,9,0.117,-9.052,1,0.0434,94.998,4,0.23
54,7clUOYJb0WsAgFQEgDxSIT,0.0484,0.667,0.747,0,4,0.108,-4.918,0,0.277,136.931,4,0.281
55,15X8I2i1NVSxkEBKTWDsI4,0.00635,0.687,0.555,0,1,0.251,-6.599,1,0.0347,124.001,4,0.139
56,6tzOgqAVsYMOtNsD6TTvXe,0.00729,0.714,0.836,0.00101,8,0.348,-3.392,0,0.0359,143.985,4,0.627
57,44LVGFZKXRFlMCQaqiTK8U,0.102,0.583,0.884,0,8,0.313,-3.62,1,0.354,151.963,4,0.7
58,5p2u5Yc7o5GE5X7ZB8mDUC,0.00169,0.512,0.476,0,11,0.115,-7.816,1,0.0645,128.005,4,0.0802
59,4EXWYJylQvZMIx06CgpL39,0.113,0.857,0.733,0,9,0.6,-6.067,1,0.109,120.028,4,0.499
60,35NjCsajdnNuD3EA2HYplH,0.0474,0.737,0.705,0,2,0.437,-6.284,1,0.2,85.993,4,0.35
61,2vmxF4cWxi9v9Lv055SfXt,0.0443,0.653,0.67,3.5e-05,9,0.614,-5.173,1,0.139,107.503,4,0.347
62,0HMCdlOPJkAGlB0MlSWIcO,0.0367,0.51,0.532,0.000794,4,0.165,-7.405,0,0.0715,111.885,4,0.305
63,2xaBVOUpin9dEatw4XmDM2,0.00214,0.575,0.984,0.237,2,0.52,-0.998,1,0.189,150.042,4,0.503
64,4oG2xu0qVmniidpGIbkLOL,0.183,0.578,0.864,0,5,0.677,-4.686,0,0.205,165.985,4,0.607
65,3pKQIwxQBKO2In4l5EZmBO,0.0254,0.785,0.478,0,2,0.0901,-8.735,1,0.0419,134.002,4,0.39
66,36rpkndiBEXccgmI5KTerY,0.0622,0.466,0.89,0,11,0.0732,-3.864,0,0.29,86.122,4,0.387
67,4Z9IvDlREqlkgo7SzMX70q,0.399,0.42,0.651,0,10,0.78,-4.792,0,0.323,185.986,3,0.67
68,5p2u5Yc7o5GE5X7ZB8mDUC,0.00169,0.512,0.476,0,11,0.115,-7.816,1,0.0645,128.005,4,0.0802
69,5SX1mBN9N3smrfIJo8uVeK,0.0333,0.482,0.757,0,1,0.223,-3.048,0,0.0848,147.986,4,0.198
70,2rJvc7nSYWBKAuNUMx1Cr2,0.0094,0.656,0.612,0,6,0.146,-5.415,0,0.225,132.072,4,0.626
71,7sjwaBQ6M3aVigYfBjm1sL,0.0415,0.37,0.87,0,5,0.604,-2.09,1,0.271,79.092,4,0.331
72,45kgqsq1g9liM5tvdKNhLa,0.0187,0.783,0.464,0.21,10,0.0699,-8.122,0,0.293,128.138,4,0.261
73,4i5ocDcyuSx6pNNlTnAfqE,0.00774,0.758,0.692,0,0,0.567,-5.819,1,0.0361,128.995,4,0.789
74,3N5oiETJEStSB71TjTFkWV,0.00811,0.785,0.572,0,11,0.111,-9.383,1,0.0859,140.032,4,0.477
75,5EmCpD8tUj78VW3kgaEjME,0.00969,0.589,0.621,0.00104,5,0.181,-6.902,0,0.0468,140.03,4,0.401
76,5AzYIo8Y7pvnKtdl2Yflcb,0.136,0.738,0.596,0,6,0.159,-7.604,0,0.111,100.964,4,0.39
77,6rI7Qj8B9E3fE8m1OSe35B,0.0416,0.474,0.739,0,11,0.0673,-8.563,1,0.411,96.514,4,0.405
78,33CRyVka4ZEHeJ02w7nT2L,0.142,0.484,0.711,0,1,0.378,-4.584,1,0.239,90.961,4,0.46
79,3JsPQbdGRRN6C7n8OsNTnj,0.0277,0.596,0.492,1.45e-06,1,0.08,-5.903,1,0.089,99.107,4,0.546
80,3DvXCbvkyzyfRYiWOJKWEr,0.0288,0.68,0.417,0,9,0.0875,-9.749,1,0.51,193.257,4,0.146
81,0Yp3wCUpjrG7NWWPDpmQXm,0.00888,0.858,0.398,0,1,0.112,-11.306,1,0.0598,97.476,4,0.258
82,6YIRg6gpkyIcaIIbqmWdnF,0.142,0.775,0.552,0,10,0.154,-6.845,0,0.0581,99.995,4,0.474
83,5FsUQjIUqjbldpGOaCeYe1,0.174,0.685,0.647,0,10,0.165,-8.784,1,0.0357,125.072,4,0.596
84,2ppKIytnAyI8GRiRv8VpP6,0.371,0.71,0.58,0,4,0.108,-8.107,0,0.221,92.087,4,0.478
85,6DUJx9pl2v5ArC3fl8ezDX,0.0474,0.567,0.655,0,4,0.222,-6.321,1,0.379,133.952,3,0.499
86,22BwaoGHQOTfFhHTndm7DQ,0.174,0.669,0.534,0,1,0.184,-7.479,1,0.0643,135.056,4,0.666
87,6G3wB8zOgi40qFpocfPWkT,0.0194,0.856,0.497,4.77e-06,1,0.0815,-5.909,1,0.0416,99.03,4,0.576
88,4UtLXegebv7qNBF26nivhZ,0.00518,0.743,0.861,0,3,0.181,-5.234,1,0.0428,111.959,4,0.391
89,63UqmKUcnJxEWewv3kKeOp,0.0796,0.868,0.627,0,1,0.0983,-4.843,0,0.116,131.097,4,0.301
90,1Kym30HhxluYlqAxyu1QqQ,0.141,0.747,0.696,0,1,0.125,-7.463,1,0.432,143.933,4,0.294
91,4cb0chqcLcXdMrm1hMLoeK,0.122,0.533,0.729,0,7,0.428,-4.027,1,0.317,162.471,4,0.304
92,6xMvMXRlJP56WpId9XdeXA,0.271,0.517,0.541,0,10,0.167,-10.309,0,0.402,177.025,4,0.389
93,34Kmyb7UtK53YNh7E21h9f,0.0853,0.51,0.603,0,1,0.125,-6.945,1,0.0791,76.835,4,0.34
94,1ZX8sOGnVyE5FZBh1oKzZa,0.00956,0.798,0.492,0,11,0.166,-7.715,1,0.2,95.177,4,0.129
95,6A0KXYDUzP83MbEJGjoPHv,0.0615,0.585,0.81,0,0,0.44,-5.515,1,0.19,132.725,5,0.359
96,5mssvkX1kJD61BmDotmDaC,0.126,0.885,0.614,0,8,0.0657,-6.731,1,0.136,98.011,4,0.587
97,3Lt558KSXrSTLBr3EJ3BAe,0.00689,0.717,0.862,0,8,0.321,-4.736,1,0.054,130.021,4,0.52
